school_year,district_id,district_name,school_id,school_short,student_group,ct,pct
2019,2180,Portland SD 1J,868,Laurelhurst,direct_cert,42,6.1
2019,2180,Portland SD 1J,868,Laurelhurst,lep,3,0.4
2019,2180,Portland SD 1J,868,Laurelhurst,swd,71,10.3
2019,2180,Portland SD 1J,868,Laurelhurst,historically_underserved,94,13.6
2019,2180,Portland SD 1J,868,Laurelhurst,hispanic,47,6.8
2019,2180,Portland SD 1J,868,Laurelhurst,black,12,1.7
2019,2180,Portland SD 1J,868,Laurelhurst,multi,33,4.8
2019,2180,Portland SD 1J,869,Lee,all,276,100
2019,2180,Portland SD 1J,869,Lee,combined_underserved,201,72.8
2019,2180,Portland SD 1J,869,Lee,direct_cert,107,38.8
2019,2180,Portland SD 1J,869,Lee,lep,47,17
2019,2180,Portland SD 1J,869,Lee,swd,53,19.2
2019,2180,Portland SD 1J,869,Lee,historically_underserved,118,42.8
2019,2180,Portland SD 1J,869,Lee,hispanic,44,15.9
2019,2180,Portland SD 1J,869,Lee,black,37,13.4
2019,2180,Portland SD 1J,869,Lee,multi,30,10.9
2019,2180,Portland SD 1J,870,Lent,all,507,100
2019,2180,Portland SD 1J,870,Lent,combined_underserved,421,83
2019,2180,Portland SD 1J,870,Lent,direct_cert,239,47.1
2019,2180,Portland SD 1J,870,Lent,lep,122,24.1
2019,2180,Portland SD 1J,870,Lent,swd,79,15.6
2019,2180,Portland SD 1J,870,Lent,historically_underserved,322,63.5
2019,2180,Portland SD 1J,870,Lent,hispanic,248,48.9
2019,2180,Portland SD 1J,870,Lent,black,44,8.7
2019,2180,Portland SD 1J,870,Lent,multi,22,4.3
2019,2180,Portland SD 1J,871,Lewis,all,390,100
2019,2180,Portland SD 1J,871,Lewis,combined_underserved,140,35.9
2019,2180,Portland SD 1J,871,Lewis,direct_cert,54,13.8
2019,2180,Portland SD 1J,871,Lewis,lep,4,1
2019,2180,Portland SD 1J,871,Lewis,swd,63,16.2
2019,2180,Portland SD 1J,871,Lewis,historically_underserved,53,13.6
2019,2180,Portland SD 1J,871,Lewis,hispanic,29,7.4
2019,2180,Portland SD 1J,871,Lewis,black,1,0.3
2019,2180,Portland SD 1J,871,Lewis,multi,22,5.6
2019,2180,Portland SD 1J,872,Llewellyn,all,484,100
2019,2180,Portland SD 1J,872,Llewellyn,combined_underserved,142,29.3
2019,2180,Portland SD 1J,872,Llewellyn,direct_cert,35,7.2
2019,2180,Portland SD 1J,872,Llewellyn,lep,5,1
2019,2180,Portland SD 1J,872,Llewellyn,swd,71,14.7
2019,2180,Portland SD 1J,872,Llewellyn,historically_underserved,70,14.5
2019,2180,Portland SD 1J,872,Llewellyn,hispanic,36,7.4
2019,2180,Portland SD 1J,872,Llewellyn,black,3,0.6
2019,2180,Portland SD 1J,872,Llewellyn,multi,19,3.9
2019,2180,Portland SD 1J,873,Maplewood,all,383,100
2019,2180,Portland SD 1J,873,Maplewood,combined_underserved,109,28.5
2019,2180,Portland SD 1J,873,Maplewood,direct_cert,39,10.2
2019,2180,Portland SD 1J,873,Maplewood,lep,9,2.3
2019,2180,Portland SD 1J,873,Maplewood,swd,39,10.2
2019,2180,Portland SD 1J,873,Maplewood,historically_underserved,53,13.8
2019,2180,Portland SD 1J,873,Maplewood,hispanic,25,6.5
2019,2180,Portland SD 1J,873,Maplewood,black,7,1.8
2019,2180,Portland SD 1J,873,Maplewood,multi,17,4.4
2019,2180,Portland SD 1J,1278,Markham,all,445,100
2019,2180,Portland SD 1J,1278,Markham,combined_underserved,249,56
2019,2180,Portland SD 1J,1278,Markham,direct_cert,143,32.1
2019,2180,Portland SD 1J,1278,Markham,lep,64,14.4
2019,2180,Portland SD 1J,1278,Markham,swd,56,12.6
2019,2180,Portland SD 1J,1278,Markham,historically_underserved,175,39.3
2019,2180,Portland SD 1J,1278,Markham,hispanic,56,12.6
2019,2180,Portland SD 1J,1278,Markham,black,77,17.3
2019,2180,Portland SD 1J,1278,Markham,multi,34,7.6
2019,2180,Portland SD 1J,875,Marysville,all,392,100
2019,2180,Portland SD 1J,875,Marysville,combined_underserved,287,73.2
2019,2180,Portland SD 1J,875,Marysville,direct_cert,172,43.9
2019,2180,Portland SD 1J,875,Marysville,lep,50,12.8
2019,2180,Portland SD 1J,875,Marysville,swd,84,21.4
2019,2180,Portland SD 1J,875,Marysville,historically_underserved,189,48.2
2019,2180,Portland SD 1J,875,Marysville,hispanic,85,21.7
2019,2180,Portland SD 1J,875,Marysville,black,47,12
2019,2180,Portland SD 1J,875,Marysville,multi,32,8.2
2019,2180,Portland SD 1J,866,MLK Jr,all,321,100
2019,2180,Portland SD 1J,866,MLK Jr,combined_underserved,250,77.9
2019,2180,Portland SD 1J,866,MLK Jr,direct_cert,148,46.1
2019,2180,Portland SD 1J,866,MLK Jr,lep,51,15.9
2019,2180,Portland SD 1J,866,MLK Jr,swd,38,11.8
2019,2180,Portland SD 1J,866,MLK Jr,historically_underserved,221,68.8
2019,2180,Portland SD 1J,866,MLK Jr,hispanic,74,23.1
2019,2180,Portland SD 1J,866,MLK Jr,black,119,37.1
2019,2180,Portland SD 1J,866,MLK Jr,multi,19,5.9
2019,2180,Portland SD 1J,879,Peninsula,all,267,100
2019,2180,Portland SD 1J,879,Peninsula,combined_underserved,163,61
2019,2180,Portland SD 1J,879,Peninsula,direct_cert,75,28.1
2019,2180,Portland SD 1J,879,Peninsula,lep,23,8.6
2019,2180,Portland SD 1J,879,Peninsula,swd,65,24.3
2019,2180,Portland SD 1J,879,Peninsula,historically_underserved,113,42.3
2019,2180,Portland SD 1J,879,Peninsula,hispanic,49,18.4
2019,2180,Portland SD 1J,879,Peninsula,black,34,12.7
2019,2180,Portland SD 1J,879,Peninsula,multi,24,9
2019,2180,Portland SD 1J,883,Richmond,all,632,100
2019,2180,Portland SD 1J,883,Richmond,combined_underserved,142,22.5
2019,2180,Portland SD 1J,883,Richmond,direct_cert,28,4.4
2019,2180,Portland SD 1J,883,Richmond,lep,33,5.2
2019,2180,Portland SD 1J,883,Richmond,swd,52,8.2
2019,2180,Portland SD 1J,883,Richmond,historically_underserved,51,8.1
2019,2180,Portland SD 1J,883,Richmond,hispanic,21,3.3
2019,2180,Portland SD 1J,883,Richmond,black,7,1.1
2019,2180,Portland SD 1J,883,Richmond,multi,22,3.5
2019,2180,Portland SD 1J,1299,Rieke,all,379,100
2019,2180,Portland SD 1J,1299,Rieke,combined_underserved,113,29.8
2019,2180,Portland SD 1J,1299,Rieke,direct_cert,22,5.8
2019,2180,Portland SD 1J,1299,Rieke,lep,4,1.1
2019,2180,Portland SD 1J,1299,Rieke,swd,62,16.4
2019,2180,Portland SD 1J,1299,Rieke,historically_underserved,55,14.5
2019,2180,Portland SD 1J,1299,Rieke,hispanic,23,6.1
2019,2180,Portland SD 1J,1299,Rieke,black,11,2.9
2019,2180,Portland SD 1J,1299,Rieke,multi,20,5.3
2019,2180,Portland SD 1J,884,Rigler,all,308,100
2019,2180,Portland SD 1J,884,Rigler,combined_underserved,268,87
2019,2180,Portland SD 1J,884,Rigler,direct_cert,146,47.4
2019,2180,Portland SD 1J,884,Rigler,lep,122,39.6
2019,2180,Portland SD 1J,884,Rigler,swd,55,17.9
2019,2180,Portland SD 1J,884,Rigler,historically_underserved,248,80.5
2019,2180,Portland SD 1J,884,Rigler,hispanic,206,66.9
2019,2180,Portland SD 1J,884,Rigler,black,20,6.5
2019,2180,Portland SD 1J,884,Rigler,multi,18,5.8
2019,2180,Portland SD 1J,829,Rosa Parks,all,276,100
2019,2180,Portland SD 1J,829,Rosa Parks,combined_underserved,263,95.3
2019,2180,Portland SD 1J,829,Rosa Parks,direct_cert,206,74.6
2019,2180,Portland SD 1J,829,Rosa Parks,lep,70,25.4
2019,2180,Portland SD 1J,829,Rosa Parks,swd,39,14.1
2019,2180,Portland SD 1J,829,Rosa Parks,historically_underserved,229,83
2019,2180,Portland SD 1J,829,Rosa Parks,hispanic,71,25.7
2019,2180,Portland SD 1J,829,Rosa Parks,black,120,43.5
2019,2180,Portland SD 1J,829,Rosa Parks,multi,31,11.2
2019,2180,Portland SD 1J,5427,Rose City Park,all,532,100
2019,2180,Portland SD 1J,5427,Rose City Park,combined_underserved,244,45.9
2019,2180,Portland SD 1J,5427,Rose City Park,direct_cert,97,18.2
2019,2180,Portland SD 1J,5427,Rose City Park,lep,75,14.1
2019,2180,Portland SD 1J,5427,Rose City Park,swd,74,13.9
2019,2180,Portland SD 1J,5427,Rose City Park,historically_underserved,83,15.6
2019,2180,Portland SD 1J,5427,Rose City Park,hispanic,35,6.6
2019,2180,Portland SD 1J,5427,Rose City Park,black,17,3.2
2019,2180,Portland SD 1J,5427,Rose City Park,multi,30,5.6
2019,2180,Portland SD 1J,886,Sabin,all,452,100
2019,2180,Portland SD 1J,886,Sabin,combined_underserved,193,42.7
2019,2180,Portland SD 1J,886,Sabin,direct_cert,77,17
